299 281
<Y>
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	48
24	54
18	60
18	54
18	54
18	54
18	54
18	54
18	54
18	54
18	54
18	63
27	69
24	61
10	53
19	41
12	43
12	36
12	45
21	53
20	130
89	158
49	161
23	99
27	86
36	96
33	146
77	155
45	159
37	132
50	135
48	150
52	144
44	131
35	128
49	176
92	183
42	181
47	153
64	144
33	137
40	152
79	156
37	137
21	83
25	71
25	70
20	53
8	33
5	17
4	232
223	241
14	247
10	33
9	29
10	37
18	106
78	278
182	289
29	239
28	75
18	53
7	31
6	19
6	18
6	18
6	24
12	26
8	26
6	38
24	50
20	56
12	44
12	52
28	63
23	71
20	68
25	68
23	73
25	72
24	75
26	83
33	74
15	63
15	45
15	46
16	46
15	53
22	56
19	56
15	47
13	40
12	37
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
12	36
<X>
6	18
6	20
8	21
7	24
9	27
11	30
10	29
8	26
8	25
9	24
7	24
8	22
7	22
7	25
11	22
4	27
12	23
7	30
11	23
5	20
4	15
6	27
17	29
6	29
6	24
12	27
9	25
4	17
4	14
6	21
11	26
9	32
12	273
252	281
17	283
14	51
20	297
263	288
5	274
6	19
8	20
6	18
4	14
4	12
4	14
6	242
232	247
9	251
10	27
8	223
205	235
22	245
18	49
9	35
8	23
6	20
6	20
8	21
7	25
10	26
9	27
8	25
8	26
10	26
8	27
9	24
7	25
9	22
6	24
9	22
7	20
4	16
5	13
4	14
5	13
4	13
4	12
4	12
4	13
5	16
7	16
4	17
6	22
12	24
6	24
6	18
6	23
11	22
5	20
4	14
5	14
5	15
5	15
5	15
5	15
5	15
5	15
5	16
6	16
5	17
6	17
6	20
8	23
9	25
8	30
13	32
11	30
6	25
8	23
9	24
7	24
8	22
7	22
7	25
11	23
5	28
12	25
8	31
11	25
6	21
4	16
6	27
17	29
6	29
6	25
13	27
8	25
4	16
4	14
6	21
11	22
5	24
8	261
248	271
15	276
13	50
22	301
266	289
1	276
9	17
7	20
4	15
4	12
4	13
5	14
5	242
232	246
9	251
10	27
8	224
206	239
25	247
16	49
8	33
9	23
6	21
6	20
8	21
7	25
10	26
9	28
9	27
9	27
9	26
8	25
8	23
7	22
7	21
7	22
8	21
6	18
4	15
5	13
4	14
5	13
4	13
4	12
4	12
4	12
4	15
7	16
5	15
3	20
12	21
6	24
6	19
7	23
10	21
4	19
5	14
5	15
5	15
5	15
5	15
5	15
5	15
5	15
5	16
6	17
6	17
5	19
8	21
8	25
9	25
8	30
13	33
12	31
6	26
8	22
8	24
8	23
7	22
7	22
8	25
10	22
4	21
7	17
6	23
10	19
3	16
3	16
10	26
13	29
6	25
6	29
17	27
4	25
4	13
5	14
5	22
12	23
6	26
8	262
248	271
15	276
13	50
22	300
265	287
0	274
9	17
8	21
4	16
4	12
4	13
5	14
5	243
233	248
10	252
9	26
7	224
208	239
24	248
16	49
9	33
8	23
6	20
6	20
8	21
7	24
9	25
9	27
9	27
9	27
9	27
9	26
8	24
7	22
7	21
7	22
8	21
6	18
4	15
5	13
4	14
5	13
4	13
4	12
4	12
4	13
5	15
6	15
4	14
4	19
11	21
6	23
6	19
7	22
9	20
4	18
5	13
4	13
4	12
4	12
4	12
4	12
4	12
4	12
